Index,Message,Description
989,Batch of small fixes,-Removed unused module from NewSessionForm.js -Fixed session failure error logging -Hardcode local server info into HTML (instead of making them text fields)
990,Fixed incompatible sqlite3 native module problem,"Installed 'electron-rebuild' which, when run, translates native modules to work with Electron version of node (instead of system version)"
991,Coerce dcaps to correct types,
992,Make session container fill whole page,
993,Session failure was sending wrong message,
994,Replace .each with for statement,
995,add mocha as a devDep: fix #18,
996,Further revisions to inspector (#11)," Switch client methods to promise based  Sends an ID with appium client command requests and then gets the ID back so that we can correctly match up a client call response with it's request.  Parses the x,y,width,height coordinates from attr  iOS reports these coordinates, and not 'bounds' (which Android reports)   Uses root source element to calculate scale ratio   Don't include root node in source XML   Added 'require-await' to eslint rules   And removed async keyword on functions that break the rule  Switch client methods to promise based  Sends an ID with appium client command requests and then gets the ID back so that we can correctly match up a client call response with it's request.  Added 'require-await' to eslint rules  And removed async keyword on functions that break the rule   Pull request fixes   Pull request fixes   Pull request fixes   Merged changes from 'inspector-dan' branch   Rebasing   PR fixes   Minor tweeks   Fixed linting errors   FIx the width of the inspector container to 100%   Without doing this, the image was changing sizes which causes the highlighter rects to be incorrectly placed   Unused element   Spelling fix "
997,Merge pull request #10 from appium/inspector-dan,Added the inspector component
998,PR fixes,
999,Pull request fixes,
1000,Added 'require-await' to eslint rules,And removed async keyword on functions that break the rule
1001,Refactored package.json and removed unused tag,
1002,Renamed setHovered to selectHovered,
1003,Made 'set_hovered_path' to 'select_hovered_element',
1004,Use ES6 style for getting xpath,...because it's ES2016
1005,Removed 'selectedPath' from Inspector state,It was redundant having 'selectedPath' when we already had 'selectedElement' which has the path as one of it's properties
1006,Attach xpath to all elements,Each element in the source has a dot separated path ( [0.1.2.0] ) and an xpath ( //[0]//[1]//[2]///[0] ) . The paths are for finding elements in the source tree easily and the xpaths are for making calls to appium to find elements
1007,Removed unused code,
1008,Code cleanup,"Renamed some variables, added documentation."
1009,Added back button to inspector,
1010,Moved inline style tags into css classes,...except when the style is dynamic
1011,Set height of inspector to fill height of window,
1012,Show more detailed appium logging,Shows the reasons for why sessions or method calls fail
1013,Minor refactoring,
1014,Unselect element if already selected,
1015,Different color for el if hovered AND selected,
1016,Use destructuring syntax for 'omit' function,
1017,Split element info into separate component,
1018,Moved highlighter rect into it's own class,
1019,Merged changes from master,
1020,Added sessions (#5),"Can open a 'New Session' window and create appium sessions Can specify server settings (local, remote, sauce) and can set desired capabilities. Can save desired capabilities by name for later usage."
1021,Minor refactoring,
1022,Separate screenshot into separate file,Also made it so the scale ratio updates when window resizes
1023,"When selecting an element, expands it in tree",Expands the selected elements parents so that it's visible in the source tree
1024,Can hover over elements and shows a bounding box,
1025,update license,
1026,Parse source as JSON in redux,"Instead of storing entire source XML in redux, store a JSON object and use dot separated path that way it's easier to look up elements in the source tree"
1027,Removed Immutable.js code,
1028,Incorrect xpath fix,
1029,Previous commit,
1030,Select element instead of just selecting xpath,"selectElement action sets the selectedNode which has 'attributes', 'xpath' and 'tagName'"
1031,Use Tree as a controlled component,"Want to keep track of expanded elements and selected element so that the data is stored in Redux instead of the component having an internally managed state. This will make the app easier to debug, and easier to refactor if we decided to use another component."
1032,Uses 'cards' for inspector,
1033,Can 'sendKeys' to element,
1034,PRev commit,
1035,Can refresh source by hitting refresh button,Also it shows a loading indicator over top of the inspector when the source is being updated
1036,Wait half second before calling 'source',So that the XML Tree being sent back isn't stale.
1037,Moved ipcRenderer code,
1038,Can call methods on elements,Selecting an element on the inspector source will select it's xpath and then calling 'tap' will send the tap method to the main process alonng with the xpath and call the method
1039,Label tags by their xpath,Sets TreeNode keys by their xpath (generated dynamically). Added callback that when selecting a TreeNode sets the selectedXPath to it's xpath. Next step is to add functionality to call appium and have it select element by xpath and run arbitrary commands on it.
1040,Set newCommandTimeout to zero by default,
1041,Parses source XML and displays it in tree,
1042,"If error occurs in inspector, return to /session",
1043,Merge pull request #7 from jlipps/timestamps,display timestamps if logTimestamps is set
1044,Revised terminology to be clearer,
1045,Bugfix. Wasn't properly killing drivers,When window closes it needs to quit the driver associated with that window (if there is one)
1046,Moved method listener to separate function,"Method listener was being declared inside create session, instead moved it out to it's own so there's only one listener and when it receives requests it finds the matching driver for that window and fires the method"
1047,Cleanup of events,
1048,Added and binded a quitSession action,
1049,Shows screenshot of app in inspector,
1050,Inspector can get source from app,Added actions and reducers that send a method call to the main process. The main process calls the method on the appium client and then gets the new source and then sends it back to the web thread.
1051,Shows loading indicator when waiting for session,Wraps the session component in a spinner until it has received a message from the main process indicating that it's ready
1052,"CSS enhancements, slight style changes",
1053,Style fixes,
1054,Don't display empty caps,
1055,Documentation tweaks,
1056,Use enumerator for server types,
1057,"display timestamps if logTimestamps is set, since we get logs from Appium before it has a chance to",
1058,Uses only immutableJS for session reducer,
1059,Can overwrite previously saved sessions,
1060,Saves unique identifier with saved sessions,
1061,Proper JSON formatting for dcaps,
1062,Moved formatted dcaps JSON into own component,So that they can be seen in SavedSessions and the New Session form
1063,Remembers users most recently used server params,
1064,Can send Sauce username and accessKey,
1065,Added file component,
1066,Fixed errors,
1067,Send port and hostname to main process,...so that the main process can start a session at that address
1068,Added server connections,
1069,Switched webdriverio with wd,
1070,Sets local host and port by default,"On new session page, sets the local server host and part to whatever it was set as during the server initialization"
1071,Added immutableJS,Uses immutable in reducers instead of basic Javascript to avoid problems of mutating state data and to clean up the code Also added a 'setServerParam' action.
1072,Fixed styling to use antd Forms,
1073,merge conflicts resolved,
1074,Added tabs for server selection,
1075,Code cleanup,
1076,Can delete sessions,
1077,Manage modal state inside redux,Instead of within the component
1078,Display caps in JSON form on pre tag,
1079,Made tab state part of redux,Also when user clicks on saved session navigates back to new session tab and populates values
1080,Can save sessions by name,
1081,Formats dcaps array into object,"Before saving, formats dcaps array into key-value form so that it can be passed to Appium"
1082,Changed capability format,"Instead of key value mappings it's an array of objects of the form {name, type, value}"
1083,Removed recent sessions tracking,
1084,Show dcaps as formatted JSON,
1085,Introduced antd components,
1086,Shows 'session in progress' when session running,
1087,Can save sessions,Pushing 'save session' takes the currently set dcaps and then saves them to electron-settings.
1088,Saves recent sessions,"When a session is submitted, saves it to electron-settings and shows a list of recent sessions in descending chrono order."
1089,Renamed variables; moved functionality from Session to NewSessionForm; made use of React spread props syntax,Code cleanup
1090,Bugfix. Fixed exception in killSession,Was trying to access webContents of sessionWin that was already gone.
1091,Fixed bug with form submitting when it shouldn't,
1092,Can save most recent session,All state is managed by redux. I do question if we should be exclusively using redux to handle state though. If a component can manage it's own state without affecting the global object state it seems like we can manage it from within components alone
1093,Split session into 2 components,A session component and a session form component
1094,Close appium session when window closed,"When main window is closed, close all of the Session Windows. When a Session Window is closed, kill the appium session"
1095,Close session window when closing parent window,
1096,Set default values for capabilities,
1097,Notify session window when new session ready,Also notifies when session failed. Right now it just alerts that it succeeded or failed
1098,Can create a new session,Passes desired caps form data to the main thread which creates a new appium session
1099,"When submit new session, go to inspector page","Stubbed in 'Inspector' component, container and action. Added a new route that shows a simple container"
1100,Can request a new session,
1101,Show devtools in new session window,
1102,Added reducer and action to update caps,Changing the contents of the desired capabilities form will trigger an action to update one of the desired caps
1103,Added desired caps form,Takes the desired caps from appium-base-driver and then renders the form based on the definition
1104,Stubbed in session component,Removed session.html and instead just opens index.html but opens it at the newly created /sessions route
1105,Moved browserWindow opening to main process,
1106,"Add start session button, opens blank window",
1107,ensure lodash is referenced as a dependency,
1108,Merge pull request #3 from jlipps/master,more preset management improvements
1109,Bugfix. Fixed exception in killSession,Was trying to access webContents of sessionWin that was already gone.
1110,Fixed bug with form submitting when it shouldn't,
1111,Can save most recent session,All state is managed by redux. I do question if we should be exclusively using redux to handle state though. If a component can manage it's own state without affecting the global object state it seems like we can manage it from within components alone
1112,Split session into 2 components,A session component and a session form component
1113,Close appium session when window closed,"When main window is closed, close all of the Session Windows. When a Session Window is closed, kill the appium session"
1114,Close session window when closing parent window,
1115,Set default values for capabilities,
1116,Notify session window when new session ready,Also notifies when session failed. Right now it just alerts that it succeeded or failed
1117,Can create a new session,Passes desired caps form data to the main thread which creates a new appium session
1118,"When submit new session, go to inspector page","Stubbed in 'Inspector' component, container and action. Added a new route that shows a simple container"
1119,Can request a new session,
1120,Show devtools in new session window,
1121,Added reducer and action to update caps,Changing the contents of the desired capabilities form will trigger an action to update one of the desired caps
1122,Added desired caps form,Takes the desired caps from appium-base-driver and then renders the form based on the definition
1123,Stubbed in session component,Removed session.html and instead just opens index.html but opens it at the newly created /sessions route
1124,Moved browserWindow opening to main process,
1125,"Add start session button, opens blank window",
1126,nicer UX around saving preset,- allow enter to save - don't allow empty preset names - show a success message
1127,don't show quotes around strings in preset detail view,
1128,ensure numeric server args aren't stored as strings,
1129,Merge pull request #2 from jlipps/master,allow deleting of presets
1130,fix a few things with delete preset button,
1131,"add async/await transpiling to frontend code, and make changes so lint passes",
1132,allow deleting of presets,
1133,even moar styling,
1134,better styling for preset list,
1135,basic preset setting and launching,
1136,hook up default state on presets tab of no presets,
1137,hook up save preset button with empty actions,
1138,update semver-major dep changes,
1139,switch semver format,
1140,upgrade deps and engine requirements,
1141,add basic advanced server settings UI,
1142,refactor startserver components more and add initial tab-switching,
1143,factor out simple start form to prepare for other tabs,
1144,re-do casing scheme for actions and reducers to match components,
1145,add some screenshots to readme,
1146,add apache2 license,
1147,add a readme,
1148,save cpu by batching and throttling log sends to renderer,
1149,ensure that we actually follow the log,
1150,simplify actions and add start-server tab,
1151,"refactor to make it easy to change all args not just host and port, and enable submit-by-enter",
1152,make transparent scrollbars and add a stopping status while waiting for connections to close,
1153,ensure to override photon css with 'important' since we don't know order of css loading,
1154,reset fg color for logs,
1155,launch appium in memory rather than as subproc; redo console and log styles and colors; add --color flag which is necessary,
1156,missing semi,
1157,add windows icon,
1158,actually pay attention to port/address changes,
1159,"bit of styling, fixes, allow user selectable logs",
1160,ensure we always watch the bottom of the logs,
1161,"add icon, do some linting and cleaning up",
1162,"add server monitoring with logs, server stopping, etc...",
1163,style server start page and add image loaders,
1164,"add component, actions, reducer for basic start server ui",
1165,factor out menus so they don't clutter up main.js,
1166,update eslint and code until lint passes,
1167,add boilerplate to get empty react/redux app launching,
1168,Initial commit,
