Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
907,Translated using Weblate (Deutsch),0.62427807,Translation updates,Currently translated at 97.6% (41 of 42 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
908,Fix response code being wrong in another place (#370),0.67043555,* Fix a wrong foreground process response code,Currently translated at 100.0% (40 of 40 strings) Translation: Terminal/Terminal Translate-URL: link/,0
909,Scroll to last command (#264),0.7573083, * Add Alt+↑ action to scroll to last command,Currently translated at 97.5% (39 of 40 strings) Translation: Terminal/Terminal Translate-URL: link/,1
910,Code style fixing.,0.52214456,* Fix a wrong foreground process response code,,0
911,Escape Regex Sequence input for SearchToolbar.,0.4975556, * Fix erratic search text highlightning behavior,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
912,Make Terminal opaque when tiled (#239),0.51261264,Slightly pad text from the edge of the window,,0
913,adjust left padding of message area,0.63232005,Slightly pad text from the edge of the window,,0
914,"From now on, alt-changes-tab actually does something. Approved by Cody Garver.",0.51446044,Switch tabs with Alt + 1-9,,0
915,Open new tabs when idle; spawn shell when idle,0.60806143,Prevent duplicate tab on startup,,0
916,Fixed unhandled GLib.Error,0.42455792,* Fixed mistranslated and broken icon names,,0
917,Fix bug #1456733,0.66399765,This release includes several bug fixes,Currently translated at 100.0% (39 of 39 strings) Translation: Terminal/Terminal Translate-URL: link/,0
918,Added the GPLv3 LICENSE file and changed the header on all files to be more debian-friendly.,0.46620834,Switch to GHCR containers by @davidmhewitt in link,Currently translated at 100.0% (39 of 39 strings) Translation: Terminal/Terminal Translate-URL: link/,0
919,No longer hadcode dimensions and default to the golden ratio (640x400).,0.40082482,Properly restore zoom levels for all locales,Currently translated at 100.0% (39 of 39 strings) Translation: Terminal/Terminal Translate-URL: link/,0
920,"Make use of DynamicNotebook's new signals tab_added, tab_removed, tab_reordered and tab_moved",0.70836747,Shift + Control + D to duplicate tabs,Currently translated at 100.0% (42 of 42 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,1
921,Merged fixed-918802.,0.44603032,This release includes several bug fixes,Currently translated at 100.0% (42 of 42 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
922,move tab to new window from main loop fix 1432578,0.6466704,"Change ""Reload Tab"" shortcut to Shift + F5 to avoid clash with some foreground processes ",,0
923,Remove Unecessary Idle During Page Switch (#720),0.59711474,Avoid losing focus when closing background tabs,,0
924,Removed trailing white space.,0.4755033,Slightly pad text from the edge of the window,,0
925,CMakeLists: removed check for CXX compiler.,0.40405184,* Fix a wrong foreground process response code,,0
926,"Apply geometry hints to tabs, not toplevel window",0.58549464,Add shortcuts Ctrl + PageUp and Ctrl + PageDown to switch between tabs by @Faelian in link,,0
927,"Oh yeah, fixed bug #901480.",0.7336262,This release includes several bug fixes,,1
928,made more user friendly,0.4760073,Prevent unnecessary Home tab on startup,Currently translated at 91.9% (34 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
929,"Fixed bug #1213018, URLs can now have colons in it.",0.6262882,Fix URL selection,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
930,Translated using Weblate (한국어),0.59735507,Translation updates,Currently translated at 78.4% (29 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
931,add pango markup as recommended in GNOME HIG for alerts,0.52225715,MainWindow: Update context menu on menu key press by @ryonakano in link,Currently translated at 78.4% (29 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
932,build: Drop unused ubuntu-bionic-patched-vte option (#679),0.43750888,Fix build on OS 7,Currently translated at 75.7% (28 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
933,Now receiving Ctrl-+ and Ctrl-- someway different.,0.6470212,Quit with Ctrl + Shift + Q,Currently translated at 75.7% (28 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
934,Replace libnotify with native glib implementation found in 2.39,0.5335165,* Adapt to type change of Gdk.Key constants to fix build with valac 0.42,Currently translated at 73.0% (27 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
935,Worked on code consistency.,0.37429637,Performance improvements,Currently translated at 73.0% (27 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
936,Release 0.4,0.6494908,pantheon-terminal 0.4.1 is out!,Currently translated at 64.9% (24 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
937,Remove redundant title changed callback,0.43656373,* Fix a wrong foreground process response code,Currently translated at 64.9% (24 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
938,Fix erroneous .desktop TargetEnvironment and deprecations,0.5015952,* Fixed mistranslated and broken icon names,Currently translated at 59.5% (22 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
939,Translated using Weblate (Chinese (Traditional)),0.54044414,Translation updates,Currently translated at 59.5% (22 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
940,css: set background element to transparent,0.51439166,Use neutral colors for the dark style scheme,Currently translated at 56.8% (21 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
941,Fixed unhandled GLib.Error.,0.45415887,This release includes several bug fixes,Currently translated at 56.8% (21 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
942,Remove duplicate descriptions (#207),0.3984606,Prevent duplicate tab on startup,Currently translated at 54.1% (20 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
943,Added --about option and quicklist item,0.56019026, * Add accels to tooltips,Currently translated at 54.1% (20 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
944,Add releases info to appdata.xml,0.44229555,This release contains translations update and a minor API fix.,Currently translated at 51.4% (19 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
945,corrections for review,0.5052318,Other updates:,Currently translated at 51.4% (19 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
946,Validate colors restored from settings; correct and replace as required. (#512),0.6560358,Validate custom palette,Currently translated at 48.6% (18 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
947,Actually install the file that's supposed to be sourced,0.3181212,This release includes several bug fixes,Currently translated at 48.6% (18 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
948,Port accelerators over to GLib.action (#157),0.5011431,Switch to GHCR containers by @davidmhewitt in link,Currently translated at 43.2% (16 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
949,Fixes the odious #948966,0.5471132,This release includes several bug fixes,,0
950,Removed libnotify dependencies,0.3973265,This release includes several bug fixes,Include password entry as part of the command. Deal with incorrect password entry.,0
951,Fixed some SEGFAULTs.,0.54961884,This release includes several bug fixes,Currently translated at 97.3% (36 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
952,fixed dark themeing,0.7507808,Use neutral colors for the dark style scheme,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,1
953,Removes some window.margin_top legacy code and fixes bug #1308781.,0.52699757,Slightly pad text from the edge of the window,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
954,Check for equivalent existing tab when opening with working directory. (#265),0.48914856,Prevent duplicate tab on startup,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
955,"Fix bug #1485372: fix completion notifications in bash, zsh and fish",0.5312716,Notifications indicate if a process exited with errors or not,,0
956,Translated using Weblate (Galician),0.6201072,Translation updates,Granite.Services.Settings → GLib.Settings Fix typo,0
957,MainWindow: Apply font changes on the fly (#423),0.6600568,Apply font changes without restarting,Release 5.4.0 Update meson.build,0
958,Fixed from_stock call and icon name strings.,0.6320867,* Fixed mistranslated and broken icon names,,0
959,Merged Cody Garver's branch,0.23886997,* Store state with GSettings,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
960,"Disable key_press_event in SearchToolbar, I forgot.",0.59854484,* Pressing the Menu key now opens the context menu,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
961,"Reverted revision 112, the changes made with revision 113 will only be applied when reviewed, because they can't break other things.",0.38479507,This release contains translations update and a minor API fix.,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
962,fix help link,0.6014511,Fix URL selection,Currently translated at 91.9% (34 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
963,Consolidated option parsing at one place,0.3397491, * Add Alt+↑ action to scroll to last command,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
964,Add horizontal padding (#411),0.5169605,Slightly pad text from the edge of the window,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
965,Delete AUTHORS,0.3453193,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
966,use a more reliable way to strip numbers from BASH history,0.31022853,Zoom levels are now remembered per-tab,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
967,added ablity to stop terminal from remembring tabs,0.5903508,"Change preferred shortcut for ""Reload Tab"" to Shift + Control + R",Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
968,Move tab to new window from main loop (lp:1432578),0.65482104,"Change ""Reload Tab"" shortcut to Shift + F5 to avoid clash with some foreground processes ",Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
969,Delete CODE_OF_CONDUCT.md,0.45240474,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
970,Updated translations,0.9639052,* Updated translations,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,1
971,Terminal palette is now customizable.,0.5561036,Create a custom color palette,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
972,Add Icon Translation Comment (#256),0.59677637,Translation updates,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
973,unmark .bzrignore as executable,0.40440595,Rework Application Class by @Marukesu in link,,0
974,Reset the saved tabs if all tabs are closed,0.61646855,Don't remember tabs when History is disabled in System Settings,,0
975,The illusion that Terminal merges were at least compiled before committed is now gone forever.,0.46244457,Terminal 0.5.1 is out!,,0
976,Refactored the -x command code,0.45081154, * Update translations,,0
977,fixed bug #905679,0.6933823,This release includes several bug fixes,,0
978,changed the dconf key name to avoid confusion,0.4721498,* Adapt to type change of Gdk.Key constants to fix build with valac 0.42,Ignore hyperlink clicks just after focus in event. Suppress following hyperlink if focus-in caused by button but not keyboard.,0
979,A space is now inserted after a file is dropped on the terminal to fix bug #1094283. Approved by David Gomes.,0.4659007,Terminal 0.5.1 is out!,Currently translated at 31.0% (9 of 29 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
980,Move SearchToolbar to the src directory.,0.4978071,Fix URL selection,Currently translated at 100.0% (29 of 29 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
981,fixed titlebar padding,0.5986216,Slightly pad text from the edge of the window,Make the dark background darker Get closer to old contrast ratio Update screenshots,0
982,Working on toolbar.,0.6148132, * Add accels to tooltips,,0
983,Added Ctrl+Shift+T and fixed bug 804911,0.6437141,Quit with Ctrl + Shift + Q,Currently translated at 31.0% (9 of 29 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
984,Fixed schema path id or something.,0.43519762,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,Currently translated at 100.0% (29 of 29 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
985,Loading opacity from gsettings,0.5618114,* Store state with GSettings,Use palette colors for default bg/fg MainWindow: Update color_button to match new color scheme Update color-button dark color,0
986,Do not require dbus-send to print output; this will (hopefully) use a non-blocking method call,0.46257335,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,,0
987,Stripped trailing spaces.,0.43059424,Slightly pad text from the edge of the window,,0
988,Fixed code style.,0.4823615,Validate custom palette,,0
989,Fix formatting.,0.54487175,Apply font changes without restarting,,0
990,Fixed bug #804927.,0.69737005,This release includes several bug fixes,,0
991,reverted wrong merge,0.40602875,* Fixed mistranslated and broken icon names,,0
992,Translated using Weblate (Portuguese),0.5806124,Translation updates,,0
993,Changed the way the window keeps track of whether a shell was manually closed or not,0.44731805,Avoid losing focus when closing background tabs,,0
994,Changed hide tabs behavior,0.6261757,Switch tabs with Alt + 1-9,Currently translated at 34.5% (10 of 29 strings) Translation: Terminal/Extra Translate-URL: link/,0
995,Damn VAPI dir...,0.2740639,pantheon-terminal 0.4.2 is out!,Currently translated at 100.0% (29 of 29 strings) Translation: Terminal/Extra Translate-URL: link/,0
996,Move gsettings schema to RDNN (#130),0.48260462,Switch to GHCR containers by @davidmhewitt in link,Currently translated at 78.4% (29 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
997,"Fixed paste, improved search, fixed Control-F. Bunch of fixes.",0.5777281,This release includes several bug fixes,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
998,MainWindow: don't close the window during drag and drop (#607),0.57596993,Avoid losing focus when closing background tabs,Currently translated at 100.0% (29 of 29 strings) Translation: Terminal/Extra Translate-URL: link/,0
999,Application: Implement startup() (#710),0.5638081,Prevent unnecessary Home tab on startup,Currently translated at 100.0% (29 of 29 strings) Translation: Terminal/Extra Translate-URL: link/,0
1000,MainWindow: Update context menu on menu key press (#697),0.9091164,MainWindow: Update context menu on menu key press by @ryonakano in link,Currently translated at 100.0% (29 of 29 strings) Translation: Terminal/Extra Translate-URL: link/,1
1001,Translated using Weblate (Čeština),0.60285753,Translation updates,Currently translated at 96.6% (28 of 29 strings) Translation: Terminal/Extra Translate-URL: link/,0
1002,AppData: Add OARS data (#276),0.48833284, * Add accels to tooltips,,0
1003,Fix translator's credit not appearing,0.5162319,Translation updates,Currently translated at 31.0% (9 of 29 strings) Translation: Terminal/Extra Translate-URL: link/,0
1004,Fixed bug #1059933.,0.7190342,This release includes several bug fixes,,1
1005,"Preferences were not showing up, fixed.",0.34738833,This release includes several bug fixes,,0
1006,Now catching loading terminal with try/catch blocks.,0.43592632,Terminal 0.5.1 is out!,Currently translated at 37.9% (11 of 29 strings) Translation: Terminal/Extra Translate-URL: link/,0
1007,MainWindow: Style color buttons from theme (#665),0.6042383,MainWindow: Update context menu on menu key press by @ryonakano in link,Currently translated at 100.0% (29 of 29 strings) Translation: Terminal/Extra Translate-URL: link/,0
1008,vte-2.91: Adapt to latest changes in version 0.60 (#488),0.5083522,This release contains translations update and a minor API fix.,Currently translated at 93.1% (27 of 29 strings) Translation: Terminal/Extra Translate-URL: link/,0
1009,Fixed bug #1059942. Approved by David Gomes.,0.6428231,This release includes several bug fixes,Currently translated at 69.0% (20 of 29 strings) Translation: Terminal/Extra Translate-URL: link/,0
1010,definitivelly fixed bug,0.7025472,This release includes several bug fixes,Currently translated at 44.8% (13 of 29 strings) Translation: Terminal/Extra Translate-URL: link/,1
1011,Code style,0.47163737,Validate custom palette,Currently translated at 31.0% (9 of 29 strings) Translation: Terminal/Extra Translate-URL: link/,0
1012,Release 0.2.1,0.5917968,pantheon-terminal 0.4.2 is out!,Currently translated at 100.0% (29 of 29 strings) Translation: Terminal/Extra Translate-URL: link/,0
1013,Translated using Weblate (Portuguese (Brazil)),0.5637367,Translation updates,Currently translated at 100.0% (29 of 29 strings) Translation: Terminal/Extra Translate-URL: link/,0
1014,PantheonTerminalWindow.vala: misc cleanups (#137),0.5011163,pantheon-terminal 0.4.3 is out!,Currently translated at 100.0% (29 of 29 strings) Translation: Terminal/Extra Translate-URL: link/,0
1015,Translated using Weblate (Sueco),0.62512934,Translation updates,Currently translated at 94.6% (35 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1016,Fix make pot command (#202),0.4336367,This release includes several bug fixes,"Honor privacy settings Only save and restore tabs when history is on Clear settings info when history turned off Consistent use of namespace with global settings objects. Drop ""remember-tabs"" from schema Per application setting is deprecated. Revert clearing settings when history turned off. Fix review issues revert ""remember-tabs"" setting with new description Revert separate PantheonTerminal namespace in Application.vala Check ""remember-tabs"" as well as privacy setting when saving and restoring tabs Use Granite.Services.System.history_is_enabled () Remove unneeded comment",0
1017,Fix paste ins SearchToolbar again.,0.6253137, * Fix erratic search text highlightning behavior,,0
1018,Fixed dates.,0.3037098,Other updates:,,0
1019,Translated using Weblate (Norwegian Bokmål (nb)),0.5853838,Translation updates,,0
1020,Merged split-files.,0.28030977,Shift + Control + D to duplicate tabs,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1021,Dont close two tabs at once when killing active process,0.6727289,Prevent duplicate tab on startup,,0
1022,Fix GSettings path for settings,0.5676374,* Store state with GSettings,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1023,minor formatting changes,0.56296325,Apply font changes without restarting,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1024,Implement the possibility to launch pantheon-terminal through the argument --working-directory in order to choose a directory to move the terminal on. Approved by David Gomes.,0.36990938,Switch to GHCR containers by @davidmhewitt in link,Currently translated at 100.0% (8 of 8 strings) Translation: Terminal/Extra Translate-URL: link/,0
1025,Update translation files,0.87454647,Translation updates,,1
1026,"Merge Pim's branch: fix build failures (Menu -> Gtk.Menu or MenuModel?), bug #946424",0.45411107,This release includes several bug fixes,Pressing the menu keyboard button opens right-click menu Put menu on terminal cursor Fixed menu position if clear or curses app used,0
1027,Merged changes from trunk revision 507,0.4240377, * Update translations,,0
1028,"When closing a window, do not terminate any shell processes until all ForegroundProcessDialogs has been run",0.6126772,Notifications indicate if a process exited with errors or not,Currently translated at 100.0% (8 of 8 strings) Translation: Terminal/Extra Translate-URL: link/,0
1029,Minimal changes (if any).,0.48537162,Other updates:,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1030,Honor privacy setting (#349),0.29042533,Escape '#' except when fragment identifier by @jeremypw in link,,0
1031,No more net.launchpad,0.55421036,Prevent unnecessary Home tab on startup,,0
1032,Initalize properties separately (#589),0.32821152,Properly restore zoom levels for all locales,Try to zoom with Ctrl+Equal null terminate array,0
1033,Use a tab counter instead of a random number for terminal_id. This guarantees that terminal_id will be unique during life-time of the terminal (unless the user creates so many tabs that they overflow the int).,0.4536499,Prevent duplicate tab on startup,,0
1034,Minor Formatting errors fixed,0.50029504,* Fixed mistranslated and broken icon names,,0
1035,Translated using Weblate (Indonesian),0.56192374,Translation updates,Currently translated at 100.0% (8 of 8 strings) Translation: Terminal/Extra Translate-URL: link/,0
1036,"Changed the minimum and default sizes, prepared work on the notification bubbles",0.4290833,This release includes several bug fixes,,0
1037,Fixed bug #907239.,0.7102802,This release includes several bug fixes,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,1
1038,Change to New Root Tab,0.6420605,Switch tabs with Alt + 1-9,Currently translated at 100.0% (8 of 8 strings) Translation: Terminal/Extra Translate-URL: link/,0
1039,Application.css: Fix color button sharpness (#535),0.5456064,Create a custom color palette,,0
1040,meson: add missing 'gee-0.8' dependency (#343),0.5477627,Update Meson Files by @Marukesu in link,Currently translated at 100.0% (8 of 8 strings) Translation: Terminal/Extra Translate-URL: link/,0
1041,Adjust license spacing,0.4064601,Slightly pad text from the edge of the window,,0
1042,"drop completion notification suppression based on tab focus tracking to fix bug #1485372 (replaced by suppressing the first notification, see bug #1356937)",0.6068143,Avoid losing focus when closing background tabs,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1043,Avoid a possible endless loop when terminating the shell,0.3705512,Notifications indicate if a process exited with errors or not,,0
1044,Translated using Weblate (Galego),0.61045754,Translation updates,,0
1045,Make the terminal close on executing exit with only one tab,0.5747639,Avoid losing focus when closing background tabs,Currently translated at 40.5% (15 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1046,Fixed new window issue,0.53503793,Slightly pad text from the edge of the window,Currently translated at 25.0% (2 of 8 strings) Translation: Terminal/Extra Translate-URL: link/,0
1047,Correct word in unsafe-paste-alert description. (#141),0.6148467,Also warn about multi-line pastes,,0
1048,Fixed Styling,0.5037085,Validate custom palette,Currently translated at 35.1% (13 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1049,Fixed closing tabs with button.,0.72163093,Avoid losing focus when closing background tabs,Currently translated at 12.5% (1 of 8 strings) Translation: Terminal/Extra Translate-URL: link/,1
1050,Corrected variables,0.41579044,* Updated translations,Currently translated at 35.1% (13 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1051,Show warning when pasting a command with sudo and a newline,0.5812088,Include sudo password prompt when copying last output,Currently translated at 27.0% (10 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1052,Changed Granite dependency to >= 0.2.3,0.311356,pantheon-terminal 0.4.2 is out!,,0
1053,AppData: 6.1.1 release notes (#694),0.49800953,This release includes several bug fixes,Currently translated at 27.0% (10 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1054,Deselect after natural copy (#347),0.38086095,Turn Natural Copy/Paste on or off in the Settings menu,Currently translated at 27.0% (10 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1055,Translated using Weblate (Lithuanian),0.5916171,Translation updates,,0
1056,"Use SIGTERM to terminate the shell process, also fixes bug #1282287.",0.4501659,* Fix a wrong foreground process response code,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1057,Duplicate tab names (#87),0.64059,Shift + Control + D to duplicate tabs,"Currently translated at 100,0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1058,MainWindow: subclass Hdy.Window (#514),0.50252736,MainWindow: Update context menu on menu key press by @ryonakano in link,,0
1059,Update the TerminalWidget's parent window when a tab is moved,0.59429145,Shift + Control + D to duplicate tabs,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1060,Removed files created by and added all those people in AUTHORS.,0.37123668,Rework Application Class by @Marukesu in link,,0
1061,Fixed a bunch of tabs.,0.58192086,This release includes several bug fixes,"Return focus to terminal after menu popover closes Prevent search buttons receiving focus. Prevent style_button receiving focus; revert unneeded code. Refocus terminal when popover closes. Refocus search entry after next, previous and cycle buttons clicked.",0
1062,terminal does not grab alt+1 when only one tab is present,0.6570525,Switch tabs with Alt + 1-9,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1063,foreground pid is fetched only once.,0.29603767,* Fix a wrong foreground process response code,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1064,Zoom Effect improved,0.70913446,Zoom levels are now remembered per-tab,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,1
1065,Removed check for CXX compiler.,0.4107157,* Fix a wrong foreground process response code,Currently translated at 100.0% (8 of 8 strings) Translation: Terminal/Extra Translate-URL: link/,0
1066,"Fixed bug #1166013, to allow tabs to be hidden. Added a dconf-editor setting ""tab-behavior"" to set tab bar behavior.",0.60930014,Avoid losing focus when closing background tabs,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1067,Add copyright Notice to SearchToolbar.vala,0.42938325,Rework Application Class by @Marukesu in link,Currently translated at 100.0% (8 of 8 strings) Translation: Terminal/Extra Translate-URL: link/,0
1068,missed the copyright headers,0.38831857,* Fixed mistranslated and broken icon names,,0
1069,Translated using Weblate (Chinese (Simplified)),0.5531158,Translation updates,"Currently translated at 100,0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1070,Minimum Vala version is now 0.16.0.,0.47349533,This release contains translations update and a minor API fix.,"Currently translated at 100,0% (8 of 8 strings) Translation: Terminal/Extra Translate-URL: link/",0
1071,"Less warnings, better code.",0.43697447,Also warn about multi-line pastes,"Currently translated at 100,0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1072,fixed delete_event,0.45168227,* Fix a wrong foreground process response code,"Currently translated at 100,0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1073,Fixed bug #909717.,0.7160537,This release includes several bug fixes,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,1
1074,Added color support.,0.7023796,Create a custom color palette,"Currently translated at 100,0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/",1
1075,Add 'make dist' command for creating release tarball to fix bug #1076823.,0.44614378,This release includes several bug fixes,Currently translated at 91.9% (34 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1076,meson: Specify default test setup,0.80266804,meson: Specify default test setup by @tintou in link,Currently translated at 97.3% (36 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,1
1077,"CMake: add contents of CPPFLAGS to CMake's flags, fixes hardening options not being passed (bug #1325329)",0.45743185,This release includes several bug fixes,"This is necessary because terminal uses Gee directly, and granite built with meson is more conservative with the linker flags it includes. See: src/MainWindow.vala#L75",0
1078,Merge lp:~voldyman/pantheon-terminal/version-v-fix to provide a commandline option to print the version,0.42132515,This release contains translations update and a minor API fix.,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1079,Merged with lp:~voldyman/pantheon-terminal/fixed-1016282,0.5245724,pantheon-terminal 0.4.2 is out!,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1080,Add 'make dist' command for creating release tarball to fix bug #1076823. Approved by David Gomes.,0.47372782,This release includes several bug fixes,,0
1081,Fixed closing tabs (some work TODO yet).,0.7310956,Avoid losing focus when closing background tabs,"Currently translated at 94,6% (35 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/",1
1082,Translated using Weblate (Persian),0.61204815,Translation updates,"Currently translated at 100,0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1083,change MimeType to inode/directory; run update-desktop-database during install,0.491947,Apply font changes without restarting,,0
1084,Can close tabs and color tabs when notified,0.73182845,Avoid losing focus when closing background tabs,Currently translated at 100.0% (8 of 8 strings) Translation: Terminal/Extra Translate-URL: link/,1
1085,Fixed bug #1082112.,0.68645024,This release includes several bug fixes,"Currently translated at 100,0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1086,Translated using Weblate (Türkçe),0.6311704,Translation updates,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1087,"Fix bug#1405315 (Ctrl+C, Ctrl+V, etc do not work on internationalized layouts)",0.45709154,* Fixed mistranslated and broken icon names,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1088,fixed bug #900443,0.6666714,This release includes several bug fixes,Currently translated at 100.0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/,0
1089,Remove unused schema gettext domain (#177),0.42729017,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,"Currently translated at 100,0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/",0
1090,Translated using Weblate (català),0.6277369,Translation updates,"Currently translated at 100,0% (37 of 37 strings) Translation: Terminal/Terminal Translate-URL: link/",0
